Pair,Date,Minute,Rate
EURUSD,2020.10.01,3:43,1.17271
EURUSD,2020.10.01,3:44,1.1725
EURUSD,2020.10.01,3:45,1.1728
EURUSD,2020.10.01,3:46,1.17275
EURUSD,2020.10.01,3:47,1.17309
EURUSD,2020.10.01,3:48,1.17321
EURUSD,2020.10.01,3:49,1.17321
EURUSD,2020.10.01,3:50,1.1731
EURUSD,2020.10.01,3:51,1.17304
EURUSD,2020.10.01,3:52,1.17312
EURUSD,2020.10.01,3:53,1.17308
EURUSD,2020.10.01,3:54,1.17314
EURUSD,2020.10.01,3:55,1.17336
EURUSD,2020.10.01,3:56,1.17335
EURUSD,2020.10.01,3:57,1.17348
EURUSD,2020.10.01,3:58,1.17375
EURUSD,2020.10.01,3:59,1.17363
EURUSD,2020.10.01,4:00,1.17371
EURUSD,2020.10.01,4:01,1.17323
EURUSD,2020.10.01,4:02,1.17348
EURUSD,2020.10.01,4:03,1.17321
EURUSD,2020.10.01,4:04,1.17323
EURUSD,2020.10.01,4:05,1.17329
EURUSD,2020.10.01,4:06,1.17376
EURUSD,2020.10.01,4:07,1.17362
EURUSD,2020.10.01,4:08,1.17358
EURUSD,2020.10.01,4:09,1.1735
EURUSD,2020.10.01,4:10,1.17366
EURUSD,2020.10.01,4:11,1.17413
EURUSD,2020.10.01,4:12,1.17422
EURUSD,2020.10.01,4:13,1.17408
EURUSD,2020.10.01,4:14,1.17393
EURUSD,2020.10.01,4:15,1.17385
EURUSD,2020.10.01,4:16,1.17369
EURUSD,2020.10.01,4:17,1.17368
EURUSD,2020.10.01,4:18,1.17358
EURUSD,2020.10.01,4:19,1.17378
EURUSD,2020.10.01,4:20,1.17351
EURUSD,2020.10.01,4:21,1.17373
EURUSD,2020.10.01,4:22,1.17363
EURUSD,2020.10.01,4:23,1.17353
EURUSD,2020.10.01,4:24,1.17336
EURUSD,2020.10.01,4:25,1.1735
EURUSD,2020.10.01,4:26,1.17378
EURUSD,2020.10.01,4:27,1.17376
EURUSD,2020.10.01,4:28,1.17355
EURUSD,2020.10.01,4:29,1.17333
EURUSD,2020.10.01,4:30,1.17277
EURUSD,2020.10.01,4:31,1.17244
EURUSD,2020.10.01,4:32,1.17248
EURUSD,2020.10.01,4:33,1.17267
EURUSD,2020.10.01,4:34,1.17254
EURUSD,2020.10.01,4:35,1.17249
EURUSD,2020.10.01,4:36,1.17261
EURUSD,2020.10.01,4:37,1.17255
EURUSD,2020.10.01,4:38,1.17259
EURUSD,2020.10.01,4:39,1.17266
EURUSD,2020.10.01,4:40,1.17259
EURUSD,2020.10.01,4:41,1.17254
EURUSD,2020.10.01,4:42,1.17285
EURUSD,2020.10.01,4:43,1.17298
EURUSD,2020.10.01,4:44,1.17303
EURUSD,2020.10.01,4:45,1.173
EURUSD,2020.10.01,4:46,1.173
EURUSD,2020.10.01,4:47,1.17313
EURUSD,2020.10.01,4:48,1.17313
EURUSD,2020.10.01,4:49,1.17289
EURUSD,2020.10.01,4:50,1.17299
EURUSD,2020.10.01,4:51,1.1731
EURUSD,2020.10.01,4:52,1.17284
EURUSD,2020.10.01,4:53,1.17271
EURUSD,2020.10.01,4:54,1.17269
EURUSD,2020.10.01,4:55,1.17243
EURUSD,2020.10.01,4:56,1.17253
EURUSD,2020.10.01,4:57,1.17251
EURUSD,2020.10.01,4:58,1.1728
EURUSD,2020.10.01,4:59,1.17243
EURUSD,2020.10.01,5:00,1.1724
EURUSD,2020.10.01,5:01,1.17264
EURUSD,2020.10.01,5:02,1.17288
EURUSD,2020.10.01,5:03,1.17294
EURUSD,2020.10.01,5:04,1.17289
EURUSD,2020.10.01,5:05,1.17268
EURUSD,2020.10.01,5:06,1.1726
EURUSD,2020.10.01,5:07,1.17274
EURUSD,2020.10.01,5:08,1.17295
EURUSD,2020.10.01,5:09,1.17281
EURUSD,2020.10.01,5:10,1.17274
EURUSD,2020.10.01,5:11,1.17268
EURUSD,2020.10.01,5:12,1.1728
EURUSD,2020.10.01,5:13,1.1728
EURUSD,2020.10.01,5:14,1.17306
EURUSD,2020.10.01,5:15,1.17306
EURUSD,2020.10.01,5:16,1.1734
EURUSD,2020.10.01,5:17,1.17322
EURUSD,2020.10.01,5:18,1.17326
EURUSD,2020.10.01,5:19,1.17321
EURUSD,2020.10.01,5:20,1.17311
EURUSD,2020.10.01,5:21,1.17303
EURUSD,2020.10.01,5:22,1.17279
EURUSD,2020.10.01,5:23,1.17292
EURUSD,2020.10.01,5:24,1.17273
EURUSD,2020.10.01,5:25,1.17288
EURUSD,2020.10.01,5:26,1.17274
EURUSD,2020.10.01,5:27,1.17285
EURUSD,2020.10.01,5:28,1.1727
EURUSD,2020.10.01,5:29,1.17298
EURUSD,2020.10.01,5:30,1.17298
EURUSD,2020.10.01,5:31,1.17293
EURUSD,2020.10.01,5:32,1.173
EURUSD,2020.10.01,5:33,1.17313
EURUSD,2020.10.01,5:34,1.17342
EURUSD,2020.10.01,5:35,1.17368
EURUSD,2020.10.01,5:36,1.17374
EURUSD,2020.10.01,5:37,1.1737
EURUSD,2020.10.01,5:38,1.174
EURUSD,2020.10.01,5:39,1.17393
EURUSD,2020.10.01,5:40,1.17397
EURUSD,2020.10.01,5:41,1.17407
EURUSD,2020.10.01,5:42,1.17408
EURUSD,2020.10.01,5:43,1.17399
EURUSD,2020.10.01,5:44,1.17389
EURUSD,2020.10.01,5:45,1.1736
EURUSD,2020.10.01,5:46,1.17363
EURUSD,2020.10.01,5:47,1.17395
EURUSD,2020.10.01,5:48,1.17396
EURUSD,2020.10.01,5:49,1.17379
EURUSD,2020.10.01,5:50,1.17374
EURUSD,2020.10.01,5:51,1.17397
EURUSD,2020.10.01,5:52,1.17399
EURUSD,2020.10.01,5:53,1.17409
EURUSD,2020.10.01,5:54,1.17399
EURUSD,2020.10.01,5:55,1.17451
EURUSD,2020.10.01,5:56,1.17469
EURUSD,2020.10.01,5:57,1.17467
EURUSD,2020.10.01,5:58,1.17478
EURUSD,2020.10.01,5:59,1.17477
EURUSD,2020.10.01,6:00,1.17472
EURUSD,2020.10.01,6:01,1.17485
EURUSD,2020.10.01,6:02,1.175
EURUSD,2020.10.01,6:03,1.17488
EURUSD,2020.10.01,6:04,1.17488
EURUSD,2020.10.01,6:05,1.17496
EURUSD,2020.10.01,6:06,1.17503
EURUSD,2020.10.01,6:07,1.1748
EURUSD,2020.10.01,6:08,1.17489
EURUSD,2020.10.01,6:09,1.17481
EURUSD,2020.10.01,6:10,1.17469
EURUSD,2020.10.01,6:11,1.17478
EURUSD,2020.10.01,6:12,1.17475
EURUSD,2020.10.01,6:13,1.1746
EURUSD,2020.10.01,6:14,1.17457
EURUSD,2020.10.01,6:15,1.17446
EURUSD,2020.10.01,6:16,1.17453
EURUSD,2020.10.01,6:17,1.17461
EURUSD,2020.10.01,6:18,1.17474
EURUSD,2020.10.01,6:19,1.17462
EURUSD,2020.10.01,6:20,1.17471
EURUSD,2020.10.01,6:21,1.17494
EURUSD,2020.10.01,6:22,1.17442
EURUSD,2020.10.01,6:23,1.17461
EURUSD,2020.10.01,6:24,1.17446
EURUSD,2020.10.01,6:25,1.17453
EURUSD,2020.10.01,6:26,1.17462
EURUSD,2020.10.01,6:27,1.17463
EURUSD,2020.10.01,6:28,1.17449
EURUSD,2020.10.01,6:29,1.17446
EURUSD,2020.10.01,6:30,1.17444
EURUSD,2020.10.01,6:31,1.1743
EURUSD,2020.10.01,6:32,1.17422
EURUSD,2020.10.01,6:33,1.17403
EURUSD,2020.10.01,6:34,1.17413
EURUSD,2020.10.01,6:35,1.17402
EURUSD,2020.10.01,6:36,1.17405
EURUSD,2020.10.01,6:37,1.17402
EURUSD,2020.10.01,6:38,1.17402
EURUSD,2020.10.01,6:39,1.17402
EURUSD,2020.10.01,6:40,1.17408
EURUSD,2020.10.01,6:41,1.17423
EURUSD,2020.10.01,6:42,1.17408
EURUSD,2020.10.01,6:43,1.17426
EURUSD,2020.10.01,6:44,1.17434
EURUSD,2020.10.01,6:45,1.17409
EURUSD,2020.10.01,6:46,1.17404
EURUSD,2020.10.01,6:47,1.17402
EURUSD,2020.10.01,6:48,1.17381
EURUSD,2020.10.01,6:49,1.17381
EURUSD,2020.10.01,6:50,1.17388
EURUSD,2020.10.01,6:51,1.17404
EURUSD,2020.10.01,6:52,1.1739
EURUSD,2020.10.01,6:53,1.17407
EURUSD,2020.10.01,6:54,1.17426
EURUSD,2020.10.01,6:55,1.1746
EURUSD,2020.10.01,6:56,1.17449
EURUSD,2020.10.01,6:57,1.17428
EURUSD,2020.10.01,6:58,1.17432
EURUSD,2020.10.01,6:59,1.17432
EURUSD,2020.10.01,7:00,1.17436
EURUSD,2020.10.01,7:01,1.17436
EURUSD,2020.10.01,7:02,1.17429
EURUSD,2020.10.01,7:03,1.17428
EURUSD,2020.10.01,7:04,1.17422
EURUSD,2020.10.01,7:05,1.17422
EURUSD,2020.10.01,7:06,1.17432
EURUSD,2020.10.01,7:07,1.17457
EURUSD,2020.10.01,7:08,1.1745
EURUSD,2020.10.01,7:09,1.17473
EURUSD,2020.10.01,7:10,1.1751
EURUSD,2020.10.01,7:11,1.17531
EURUSD,2020.10.01,7:12,1.17528
EURUSD,2020.10.01,7:13,1.17537
EURUSD,2020.10.01,7:14,1.17539
EURUSD,2020.10.01,7:15,1.17562
EURUSD,2020.10.01,7:16,1.1762
EURUSD,2020.10.01,7:17,1.17572
EURUSD,2020.10.01,7:18,1.17561
EURUSD,2020.10.01,7:19,1.17539
EURUSD,2020.10.01,7:20,1.1754
EURUSD,2020.10.01,7:21,1.17529
EURUSD,2020.10.01,7:22,1.17522
EURUSD,2020.10.01,7:23,1.17483
EURUSD,2020.10.01,7:24,1.17503
EURUSD,2020.10.01,7:25,1.17513
EURUSD,2020.10.01,7:26,1.17533
EURUSD,2020.10.01,7:27,1.1755
EURUSD,2020.10.01,7:28,1.17558
EURUSD,2020.10.01,7:29,1.17545
EURUSD,2020.10.01,7:30,1.1757
EURUSD,2020.10.01,7:31,1.17596
EURUSD,2020.10.01,7:32,1.17631
EURUSD,2020.10.01,7:33,1.17631
EURUSD,2020.10.01,7:34,1.17615
EURUSD,2020.10.01,7:35,1.17647
EURUSD,2020.10.01,7:36,1.17688
EURUSD,2020.10.01,7:37,1.17666
EURUSD,2020.10.01,7:38,1.17635
EURUSD,2020.10.01,7:39,1.17625
EURUSD,2020.10.01,7:40,1.17605
EURUSD,2020.10.01,7:41,1.176
EURUSD,2020.10.01,7:42,1.17599
EURUSD,2020.10.01,7:43,1.17591
EURUSD,2020.10.01,7:44,1.17602
EURUSD,2020.10.01,7:45,1.17628
EURUSD,2020.10.01,7:46,1.17616
EURUSD,2020.10.01,7:47,1.17609
EURUSD,2020.10.01,7:48,1.17613
EURUSD,2020.10.01,7:49,1.17601
EURUSD,2020.10.01,7:50,1.17608
EURUSD,2020.10.01,7:51,1.17623
EURUSD,2020.10.01,7:52,1.17638
EURUSD,2020.10.01,7:53,1.17606
EURUSD,2020.10.01,7:54,1.17614
EURUSD,2020.10.01,7:55,1.17638
EURUSD,2020.10.01,7:56,1.17646
EURUSD,2020.10.01,7:57,1.17619
EURUSD,2020.10.01,7:58,1.17639
EURUSD,2020.10.01,7:59,1.17628
EURUSD,2020.10.01,8:00,1.17628
EURUSD,2020.10.01,8:01,1.17645
EURUSD,2020.10.01,8:02,1.17649
EURUSD,2020.10.01,8:03,1.17648
EURUSD,2020.10.01,8:04,1.17639
EURUSD,2020.10.01,8:05,1.1764
EURUSD,2020.10.01,8:06,1.17587
EURUSD,2020.10.01,8:07,1.17528
EURUSD,2020.10.01,8:08,1.17541
EURUSD,2020.10.01,8:09,1.1753
EURUSD,2020.10.01,8:10,1.17551
EURUSD,2020.10.01,8:11,1.17541
EURUSD,2020.10.01,8:12,1.17517
EURUSD,2020.10.01,8:13,1.17516
EURUSD,2020.10.01,8:14,1.17515
EURUSD,2020.10.01,8:15,1.17512
EURUSD,2020.10.01,8:16,1.17531
EURUSD,2020.10.01,8:17,1.17541
EURUSD,2020.10.01,8:18,1.17541
EURUSD,2020.10.01,8:19,1.17541
EURUSD,2020.10.01,8:20,1.17536
EURUSD,2020.10.01,8:21,1.17585
EURUSD,2020.10.01,8:22,1.17587
EURUSD,2020.10.01,8:23,1.17626
EURUSD,2020.10.01,8:24,1.17621
EURUSD,2020.10.01,8:25,1.17618
EURUSD,2020.10.01,8:26,1.17614
EURUSD,2020.10.01,8:27,1.17626
EURUSD,2020.10.01,8:28,1.17618
EURUSD,2020.10.01,8:29,1.17641
EURUSD,2020.10.01,8:30,1.1764
EURUSD,2020.10.01,8:31,1.17606
EURUSD,2020.10.01,8:32,1.17647
EURUSD,2020.10.01,8:33,1.17643
EURUSD,2020.10.01,8:34,1.17651
EURUSD,2020.10.01,8:35,1.17662
EURUSD,2020.10.01,8:36,1.17673
EURUSD,2020.10.01,8:37,1.17646
EURUSD,2020.10.01,8:38,1.17616
EURUSD,2020.10.01,8:39,1.17598
EURUSD,2020.10.01,8:40,1.17603
EURUSD,2020.10.01,8:41,1.17611
EURUSD,2020.10.01,8:42,1.1764
EURUSD,2020.10.01,8:43,1.17631
EURUSD,2020.10.01,8:44,1.17617
EURUSD,2020.10.01,8:45,1.17626
EURUSD,2020.10.01,8:46,1.17597
EURUSD,2020.10.01,8:47,1.1762
EURUSD,2020.10.01,8:48,1.1761
EURUSD,2020.10.01,8:49,1.17631
EURUSD,2020.10.01,8:50,1.17635
EURUSD,2020.10.01,8:51,1.17628
EURUSD,2020.10.01,8:52,1.17601
EURUSD,2020.10.01,8:53,1.17585
EURUSD,2020.10.01,8:54,1.1755
EURUSD,2020.10.01,8:55,1.17555
EURUSD,2020.10.01,8:56,1.17551
EURUSD,2020.10.01,8:57,1.1756
EURUSD,2020.10.01,8:58,1.17552
EURUSD,2020.10.01,8:59,1.17546
EURUSD,2020.10.01,9:00,1.17551
EURUSD,2020.10.01,9:01,1.17574
EURUSD,2020.10.01,9:02,1.17551
EURUSD,2020.10.01,9:03,1.17552
EURUSD,2020.10.01,9:04,1.1755
EURUSD,2020.10.01,9:05,1.17532
EURUSD,2020.10.01,9:06,1.17482
EURUSD,2020.10.01,9:07,1.17473
EURUSD,2020.10.01,9:08,1.17479
EURUSD,2020.10.01,9:09,1.17491
EURUSD,2020.10.01,9:10,1.17458
EURUSD,2020.10.01,9:11,1.17492
EURUSD,2020.10.01,9:12,1.17488
EURUSD,2020.10.01,9:13,1.17492
EURUSD,2020.10.01,9:14,1.17487
EURUSD,2020.10.01,9:15,1.1746
EURUSD,2020.10.01,9:16,1.17453
EURUSD,2020.10.01,9:17,1.17467
EURUSD,2020.10.01,9:18,1.17438
EURUSD,2020.10.01,9:19,1.17431
EURUSD,2020.10.01,9:20,1.17422
EURUSD,2020.10.01,9:21,1.17407
EURUSD,2020.10.01,9:22,1.17392
EURUSD,2020.10.01,9:23,1.17383
EURUSD,2020.10.01,9:24,1.1738
EURUSD,2020.10.01,9:25,1.17379
EURUSD,2020.10.01,9:26,1.17381
EURUSD,2020.10.01,9:27,1.17365
EURUSD,2020.10.01,9:28,1.17386
EURUSD,2020.10.01,9:29,1.17379
EURUSD,2020.10.01,9:30,1.17396
EURUSD,2020.10.01,9:31,1.17403
EURUSD,2020.10.01,9:32,1.17406
EURUSD,2020.10.01,9:33,1.17402
EURUSD,2020.10.01,9:34,1.17422
EURUSD,2020.10.01,9:35,1.17449
EURUSD,2020.10.01,9:36,1.17456
EURUSD,2020.10.01,9:37,1.17463
EURUSD,2020.10.01,9:38,1.17484
EURUSD,2020.10.01,9:39,1.17482
EURUSD,2020.10.01,9:40,1.17463
EURUSD,2020.10.01,9:41,1.1747
EURUSD,2020.10.01,9:42,1.17442
EURUSD,2020.10.01,9:43,1.17473
EURUSD,2020.10.01,9:44,1.17446
EURUSD,2020.10.01,9:45,1.17422
EURUSD,2020.10.01,9:46,1.17386
EURUSD,2020.10.01,9:47,1.17361
EURUSD,2020.10.01,9:48,1.17388
EURUSD,2020.10.01,9:49,1.17399
EURUSD,2020.10.01,9:50,1.17385
EURUSD,2020.10.01,9:51,1.17355
EURUSD,2020.10.01,9:52,1.17338
EURUSD,2020.10.01,9:53,1.1733
EURUSD,2020.10.01,9:54,1.17327
EURUSD,2020.10.01,9:55,1.17319
EURUSD,2020.10.01,9:56,1.17349
EURUSD,2020.10.01,9:57,1.17366
EURUSD,2020.10.01,9:58,1.17367
EURUSD,2020.10.01,9:59,1.1738
EURUSD,2020.10.01,10:00,1.17388
EURUSD,2020.10.01,10:01,1.17361
EURUSD,2020.10.01,10:02,1.17441
EURUSD,2020.10.01,10:03,1.17393
EURUSD,2020.10.01,10:04,1.17364
EURUSD,2020.10.01,10:05,1.17348
EURUSD,2020.10.01,10:06,1.17314
EURUSD,2020.10.01,10:07,1.17314
EURUSD,2020.10.01,10:08,1.17336
EURUSD,2020.10.01,10:09,1.17355
EURUSD,2020.10.01,10:10,1.17364
EURUSD,2020.10.01,10:11,1.17346
EURUSD,2020.10.01,10:12,1.17325
EURUSD,2020.10.01,10:13,1.17375
EURUSD,2020.10.01,10:14,1.1742
EURUSD,2020.10.01,10:15,1.17387
EURUSD,2020.10.01,10:16,1.1738
EURUSD,2020.10.01,10:17,1.17444
EURUSD,2020.10.01,10:18,1.1744
EURUSD,2020.10.01,10:19,1.17424
EURUSD,2020.10.01,10:20,1.174
EURUSD,2020.10.01,10:21,1.17394
EURUSD,2020.10.01,10:22,1.17353
EURUSD,2020.10.01,10:23,1.17357
EURUSD,2020.10.01,10:24,1.17354
EURUSD,2020.10.01,10:25,1.17298
EURUSD,2020.10.01,10:26,1.17256
EURUSD,2020.10.01,10:27,1.17248
EURUSD,2020.10.01,10:28,1.17238
EURUSD,2020.10.01,10:29,1.17236
EURUSD,2020.10.01,10:30,1.17273
EURUSD,2020.10.01,10:31,1.17316
EURUSD,2020.10.01,10:32,1.1736
EURUSD,2020.10.01,10:33,1.17388
EURUSD,2020.10.01,10:34,1.17402
